Product code Txt,Starting ,Ending 
010129,6.23802803456783,0
020130,38.4999990463257,9.00000000000001
020220,38.4999990463257,9.00000000000001
020230,38.4999990463257,9.00000000000001
020319,29.4119358062744,0
020322,51.6719043254852,0
020329,41.1386758089066,0
020610,24.2249995470047,2.25
020621,12.8000006079674,0
020629,28.0333340167999,3
020649,62.3453259468079,0
020742,9.6000000834465,0
020910,5.99999986588955,0
030213,3.50000001490116,0
030214,3.50000001490116,0
030231,3.50000001490116,0
030291,6.36666715145111,0
030311,3.50000001490116,0
030312,3.50000001490116,0
030339,3.50000001490116,0
030341,3.50000001490116,0
030351,5.99999986588955,0
030363,5.99999986588955,0
030366,4.74999994039536,0
030389,4.46153841912746,0
030390,3.90000008046627,0
030391,3.90000008046627,0
030399,4.22499999403954,0
030441,3.50000001490116,0
030481,3.50000001490116,0
030486,10.0000001490116,0
030520,6.44000023603439,0
030541,10.4999996721745,0
030569,9.79999974370003,0
030616,0.999999977648258,0
030617,0.999999977648258,0
030729,10.8500003814697,0
030731,7.00000002980232,0
030791,7.75000005960465,0
030821,3.50000001490116,0
030822,7.00000002980232,0
030829,6.84999972581863,0
040819,20.0000002980232,0
040900,25.4999995231628,0
051191,0.4250000230968,0
051199,0.833333283662796,0
070200,2.99999993294477,0
070810,2.99999993294477,0
070959,3.64999994635582,0.89999999999999
070960,2.99999993294477,0
070999,4.4999998062849,0
071159,9.00000035762787,0
071310,142.473709583282,0
071320,4.25000004470348,0
071332,163.284695148468,0
071333,85.2792918682099,0
071339,6.49999976158142,0
071340,4.25000004470348,0
081010,5.99999986588955,0
081030,5.99999986588955,0
081040,5.99999986588955,0
081120,7.80000016093254,0
081190,12.1833331882954,0
081340,8.70000049471855,0
090121,11.9999997317791,0
090122,11.9999997317791,0
090230,14.4999995827675,0
090921,2.99999993294477,0
100290,4.19999994337559,0
100590,16.666667163372,0
110412,11.9999997317791,0
120890,4.19999994337559,0
130219,4.81249988079071,0
150420,7.00000002980232,0
150600,6.40000030398369,0
151211,3.9111003279686,0
151319,4.50000017881393,0
151411,9.70811396837235,0
151419,7.90429562330246,0
151491,7.30379596352577,0
151499,4.79384511709213,0
151511,5.00000007450581,0
151519,5.00000007450581,0
151590,1.69415101408958,0
151710,29.8000007867813,0
151790,7.92253464460373,0
160100,10.0000001490116,0
160249,7.12499991059303,0
160300,10.7999995350838,0
160411,9.6000000834465,0
170220,9.45124626159668,0
170410,23.9999994635582,0
190531,20.3999996185303,0
190532,18.0000007152557,0
190590,17.7818179130554,5.50909090909091
200410,10.3666670620441,0
200520,11.5333333611488,0
200580,12.4500006437302,0
200799,21.0250005125999,0
200811,18.2833328843117,0
200819,10.3500001132488,0
200893,18.5249999165535,0
200899,13.9136359095573,0
200989,15.1181817054749,0
210330,8.25000032782555,0
210390,9.63333323597908,0
210410,7.69999995827675,0
210610,64.1211867332459,1.6
220110,2.99999993294477,0
220299,11.5000002086163,0
220410,28.7900000810623,0
220421,14.0471637248993,0
220710,2.26188916712999,0
230910,0.93242060393095,0
230990,2.0827068015933,0
271019,1.51643771678209,0
280300,3.90000008046627,0
282560,1.95000004023314,0
282590,1.09999999403954,0
282911,3.29999998211861,0
284990,2.5000000372529,0
293299,3.09999994933605,0
293499,1.03333331644535,0
320890,3.20000015199184,0
330129,1.54285719618201,0
330749,3.90000008046627,0
340399,3.09999994933605,0
350300,10.0249998271465,0
350510,14.0500009059906,0
350790,3.90000008046627,0
381400,3.90000008046627,0
382100,2.5000000372529,0
382440,2.60000005364418,0
390120,6.49999976158142,0
390140,2.80000008642673,0
390190,2.80000008642673,0
390690,3.3500000834465,0
392520,3.90000008046627,0
392590,3.90000008046627,0
392690,2.60000005364418,0
410150,7.50000029802322,0
410190,10.0000001490116,0
420212,9.53333303332329,0
420221,11.9999997317791,0
420292,7.99999982118607,0
420310,12.9999995231628,0
420500,10.4333333671093,0
430310,20.0000002980232,0
440710,2.40000002086163,0
440799,2.40000002086163,0
440810,4.39999997615814,0
440910,3.0749998986721,0
441012,5.66666647791863,0
441239,5.99999986588955,0
441890,2.80000008642673,0
441899,3.16666662693024,0
560210,5.60000017285347,0
610120,10.8999997377396,0
610342,10.8999997377396,0
610443,10.8999997377396,0
610910,9.1499999165535,0
610990,9.1499999165535,0
611011,10.8999997377396,0
611020,10.3000000119209,0
611030,10.4499995708466,0
611300,8.79999995231628,0
611430,8.10000002384186,0
620113,10.9500005841255,0
620192,10.9500005841255,0
620193,10.9500005841255,0
620213,10.9500005841255,0
620293,10.9500005841255,0
620342,9.54999998211861,0
620449,9.54999998211861,0
620462,9.54999998211861,0
621020,9.54999998211861,0
621040,9.54999998211861,0
621133,10.9500005841255,0
621143,10.9500005841255,0
630790,5.29999993741512,0
630900,5.79999983310699,0
640192,16.8500006198883,0
640399,39.7969663143158,0
640419,65.0517821311951,10.980000346899
711319,5.33333346247673,0
750210,2.6087598875165,0
750400,1.65840797126293,0
750890,2.99999993294477,0
761090,2.99999993294477,0
761300,2.99999993294477,0
761699,2.99999993294477,0
780110,0.375400483608246,0
811292,1.37499999254942,0
961700,3.90000008046627,0
